countryName,EPRTRSectorCode,eprtrSectorName,EPRTRAnnexIMainActivityCode,EPRTRAnnexIMainActivityLabel,FacilityInspireID,facilityName,facilityNameConfidentialityReason,Longitude,Latitude,addressConfidentialityReason,City,targetRelease,pollutant,releasesConfidentialityReason,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,,,,,DK.CAED/000078299.FACILITY,HESTBJERG OeKOLOGI ApS,,8.53181663751803,56.3104735128655,,Holstebro,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,14647.132
Denmark,,,,,DK.CAED/000082556.FACILITY,Saksager I/S,,10.0069843451949,57.3340030825124,,Vraa,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,13131.901
Denmark,,,,,DK.CAED/000082862.FACILITY,"Oersted, Nybro Gasbehandlingsanlaeg",,8.37352602551377,55.6729256280708,,Janderup Vestj,AIR,Carbon monoxide (CO),,,,,,,,,,,,,3600,3200,3100,3100
Denmark,,,,,DK.CAED/000082862.FACILITY,"Oersted, Nybro Gasbehandlingsanlaeg",,8.37352602551377,55.6729256280708,,Janderup Vestj,AIR,Methane (CH4),,,,,,,,,,,,,14000,14000,14000,14000
Denmark,,,,,DK.CAED/000082862.FACILITY,"Oersted, Nybro Gasbehandlingsanlaeg",,8.37352602551377,55.6729256280708,,Janderup Vestj,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,4400,3900,3800,3700
Denmark,,,,,DK.CAED/000082862.FACILITY,"Oersted, Nybro Gasbehandlingsanlaeg",,8.37352602551377,55.6729256280708,,Janderup Vestj,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,,,390,350,335,327
Denmark,,,,,DK.CAED/000082862.FACILITY,"Oersted, Nybro Gasbehandlingsanlaeg",,8.37352602551377,55.6729256280708,,Janderup Vestj,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,56,49,48,47
Denmark,,,,,DK.CAED/000084852.FACILITY,Kim Uglebjerg,,8.74501451422121,55.7400150151275,,Ansager,AIR,Ammonia (NH3),,,,,,,,,,,,11200,,,,
Denmark,,,,,DK.CAED/000086615.FACILITY,Avlscenter Roenshauge A/S ,,9.54514832521787,55.5941810270477,,Fredericia,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,13955.9
Denmark,,,,,DK.CAED/000087386.FACILITY,Bovbjerg Oekologi A/S,,9.22673655026196,55.8722780828462,,Give,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,14842.6
Denmark,,,,,DK.CAED/000090378.FACILITY,RISGAaRDENS SVINEPRODUKTION ApS,,9.38847872722504,56.5915627104035,,Skals,AIR,Ammonia (NH3),,,,,,,,,,,,11400,,,4700.8,4701
Denmark,,,,,DK.CAED/000091458.FACILITY,Knud Toestesen,,8.71899579674211,55.6770165342526,,Ansager,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,7348
Denmark,,,,,DK.CAED/000092496.FACILITY,LARS BJERRE GOSVIG,,8.84381839644998,56.622038770003,,Spoettrup,AIR,Ammonia (NH3),,,,,,,,,,,,11700,,,,
Denmark,,,,,DK.CAED/000092857.FACILITY,SOeVANG SVINEPRODUKTION A/S,,9.10525150515396,56.5430623700322,,Hoejslev,AIR,Ammonia (NH3),,,,,,,,,,,,13500,,,12997,14465.369
Denmark,,,,,DK.CAED/000094767.FACILITY,Hestbjerg Oekologi Haderup,,9.02620110395599,56.3841385177489,,Haderup,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,16258.258
Denmark,,,,,DK.CAED/000095720.FACILITY,NY VESTERGAARD ApS,,8.46094452123996,55.7696621892442,,Varde,AIR,Ammonia (NH3),,,,,,,,,,,,,,11801,,
Denmark,,,,,DK.CAED/000095732.FACILITY,Ulkind A/S,,9.12982070881206,55.8194843134543,,Give,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,12232.811
Denmark,,,,,DK.CAED/000096184.FACILITY,CONSTRUCT-IN ApS /v Hans Joergen Krag,,11.23202902806,54.7988455144424,,Soellested,AIR,Ammonia (NH3),,,,,,,,,,,,13500,,,,
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygningsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,329300,391000,,
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygningsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,189.1,226.9,,
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygningsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,38.24,46.6,,
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygninsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,,,348095,426798
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygninsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,,,232.1,224
Denmark,,,,,DK.CAED/000098898.FACILITY,A/S Oestbirk Bygninsindustri,,8.97187982566981,55.7552735614212,,Grindsted,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,,,32.3,31.1
Denmark,,,,,DK.CAED/000101311.FACILITY,Faxe Kalk - Industrikalkfabrikken,,12.161851933083,55.2148653560071,,Faxe Ladeplads,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,3887626,3758251,4251283,4870272
Denmark,,,,,DK.CAED/000101311.FACILITY,Faxe Kalk - Industrikalkfabrikken,,12.161851933083,55.2148653560071,,Faxe Ladeplads,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,4183,3959,4544,5144
Denmark,,,,,DK.CAED/000101311.FACILITY,Faxe Kalk - Industrikalkfabrikken,,12.161851933083,55.2148653560071,,Faxe Ladeplads,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,676,571,651,700
Denmark,,,,,DK.CAED/000105146.FACILITY,Esben Wulff Andersen,,9.98037936591377,56.8171282888913,,Skoerping,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,11040.29
Denmark,,,,,DK.CAED/000105299.FACILITY,Strandagergaard,,11.3990726704139,54.8735771575186,,Stokkemarke,AIR,Ammonia (NH3),,,,,,,,,,,,18400,24638.019531,24369,17492,23006.781
Denmark,,,,,DK.CAED/000106060.FACILITY,Marslund A/S,,8.52469166429267,56.5130298317013,,Struer,AIR,Ammonia (NH3),,,,,,,,,,,,,10082.758789,10272,,
Denmark,,,,,DK.CAED/000106866.FACILITY,Hoejvangcentralen,,9.83490852011414,56.9743869765178,,Svenstrup J.,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,,,,355168.18
Denmark,,,,,DK.CAED/000106866.FACILITY,Hoejvangcentralen,,9.83490852011414,56.9743869765178,,Svenstrup J.,AIR,Fine particulate matter (PM2.5),,,,,,,,,,,,,,,,23.97
Denmark,,,,,DK.CAED/000106866.FACILITY,Hoejvangcentralen,,9.83490852011414,56.9743869765178,,Svenstrup J.,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,,,,249.24
Denmark,,,,,DK.CAED/000106866.FACILITY,Hoejvangcentralen,,9.83490852011414,56.9743869765178,,Svenstrup J.,AIR,Nitrous oxide (N2O),,,,,,,,,,,,,,,,2.88
Denmark,,,,,DK.CAED/000106866.FACILITY,Hoejvangcentralen,,9.83490852011414,56.9743869765178,,Svenstrup J.,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,,,,110.24
Denmark,,,,,DK.CAED/000107100.FACILITY,SPRINGKILDE AeG P/S,,9.94625117325022,55.9150598031229,,Horsens,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,24633.73
Denmark,,,,,DK.CAED/000107100.FACILITY,SPRINGKILDE AeG P/S:,,9.94625117325022,55.9150598031229,,Horsens,AIR,Ammonia (NH3),,,,,,,,,,,,23400,21742.699219,23273,24447,
Denmark,,,,,DK.CAED/000108216.FACILITY,Johannes Kaasgaard,,8.6712617855746,56.0185675878535,,Skjern,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,12934.8
Denmark,,,,,DK.CAED/000110214.FACILITY,DANHATCH Denmark A/S m.fl. ,,9.65568248691774,54.8621341641666,,Broager,AIR,Ammonia (NH3),,,,,,,,,,,,,19136.613281,,,
Denmark,,,,,DK.CAED/000111200.FACILITY,Genbrugsplads Oest,,9.99404436048761,57.2836167527837,,Broenderslev,AIR,Methane (CH4),,,,,,,,,,,,,,306570,314577,318540
Denmark,,,,,DK.CAED/000112676.FACILITY,Albert  Damgaard,,9.18515788142819,56.8989121428412,,Ranum,AIR,Ammonia (NH3),,,,,,,,,,,,13600,,,,
Denmark,,,,,DK.CAED/000176486.FACILITY,Hans Barsoee Bram m.fl.,,9.59318061145491,55.2321913489907,,Haderslev,AIR,Ammonia (NH3),,,,,,,,,,,,10700,,,,22404.49
Denmark,,,,,DK.CAED/000177590.FACILITY,CTR I/S,,12.5202137748373,55.6829490675811,,Kastrup,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,3133050.369,,,
Denmark,,,,,DK.CAED/000177590.FACILITY,CTR I/S,,12.5202137748373,55.6829490675811,,Kastrup,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,2070,,,
Denmark,,,,,DK.CAED/000177590.FACILITY,CTR I/S,,12.5202137748373,55.6829490675811,,Kastrup,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,990,,,
Denmark,,,,,DK.CAED/000178103.FACILITY,Rokkedahl Landbrug A/S,,9.33630338311074,56.990416295333,,Loegstoer,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,12958.555
Denmark,,,,,DK.CAED/000179990.FACILITY,Rokkedahl Landbrug A/S,,9.47594842723379,56.8080705328762,,Aars,AIR,Ammonia (NH3),,,,,,,,,,,,,,,,14290.014
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Equinor Refining Denmark A/S,,11.1036079016392,55.6549303636195,,Kalundborg,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,,540361000,516928000,534231000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Equinor Refining Denmark A/S,,11.1036079016392,55.6549303636195,,Kalundborg,AIR,Methane (CH4),,,,,,,,,,,,,,2090000,2090000,2090000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Equinor Refining Denmark A/S,,11.1036079016392,55.6549303636195,,Kalundborg,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,,449000,454000,478000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Equinor Refining Denmark A/S,,11.1036079016392,55.6549303636195,,Kalundborg,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,,,,4792000,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Equinor Refining Denmark A/S,,11.1036079016392,55.6549303636195,,Kalundborg,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,,175000,206000,190000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104317,55.65423590635,,Kalundborg,AIR,Carbon dioxide (CO2),,,,,,,,,,,431000000,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104317,55.65423590635,,Kalundborg,AIR,Methane (CH4),,,,,,,,,,,2090000,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104317,55.65423590635,,Kalundborg,AIR,Nitrogen oxides (NOX),,,,,,,,,,,338000,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104317,55.65423590635,,Kalundborg,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,4790000,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104648,55.6542359034009,,Kalundborg,AIR,Carbon dioxide (CO2),,,,,,475000000,520000000,537000000,518000000,554000000,,544000000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104648,55.6542359034009,,Kalundborg,AIR,Methane (CH4),,,,,,2090000,2090000,2090000,2090000,2090000,,2090000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104648,55.6542359034009,,Kalundborg,AIR,Nitrogen oxides (NOX),,,,,,517000,566000,577000,559000,435000,,428000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104648,55.6542359034009,,Kalundborg,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,4790000,4790000,4790000,,4790000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.097034104648,55.6542359034009,,Kalundborg,AIR,Sulphur oxides (SOX),,,,,,358000,,171000,386000,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.650440677897,,Kalundborg,AIR,Carbon dioxide (CO2),,,,,492000000,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.650440677897,,Kalundborg,AIR,Nitrogen oxides (NOX),,,,,542000,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.650440677897,,Kalundborg,AIR,Sulphur oxides (SOX),,,,,302000,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.6504406779149,,Kalundborg,AIR,Carbon dioxide (CO2),,487000000,498000000,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.6504406779149,,Kalundborg,AIR,Methane (CH4),,2090000,,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.6504406779149,,Kalundborg,AIR,Nitrogen oxides (NOX),,531000,548000,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.6504406779149,,Kalundborg,AIR,Non-methane volatile organic compounds (NMVOC),,4790000,,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000105244.FACILITY,Statoil Refining Denmark A/S,,11.099278969246,55.6504406779149,,Kalundborg,AIR,Sulphur oxides (SOX),,623000,386000,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Carbon dioxide (CO2),,,,,,380000000,429000000,393000000,425000000,437000000,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Methane (CH4),,,,,,,,111000,114000,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Nitrogen oxides (NOX),,,,,,937000,964000,673000,699000,728000,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,1300000,1370000,1400000,1450000,1380000,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Particulate matter (PM10),,,,,,72000,82000,118000,119000,117000,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.74846691124838,55.5897804568277,,Fredericia,AIR,Sulphur oxides (SOX),,,,,,1380000,1220000,804000,570000,602000,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.75155795717144,55.5921158396604,,Fredericia,AIR,Carbon dioxide (CO2),,473000000,419000000,426000000,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.75155795717144,55.5921158396604,,Fredericia,AIR,Nitrogen oxides (NOX),,889000,843000,1030000,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.75155795717144,55.5921158396604,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,1190000,984000,1310000,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.75155795717144,55.5921158396604,,Fredericia,AIR,Particulate matter (PM10),,100000,151000,159000,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.75155795717144,55.5921158396604,,Fredericia,AIR,Sulphur oxides (SOX),,918000,1170000,639000,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,439407000,432999000,414732000,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,621260,583593,513119,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,,,1038000,1010000,1053000,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,1332000,985940,755743,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7542,55.5965,,Fredericia,AIR,Carbon dioxide (CO2),,,,,,,,,,,,403000000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7542,55.5965,,Fredericia,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,619000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7542,55.5965,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,,1440000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,A/S Dansk Shell,,9.7542,55.5965,,Fredericia,AIR,Sulphur oxides (SOX),,,,,,,,,,,,1040000,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,Crossbridge Energy A/S,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,,,,426657000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,Crossbridge Energy A/S,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,,,,560847
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,Crossbridge Energy A/S,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,,,,,,,,,,,,,,,956000
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.CAED/000112739.FACILITY,Crossbridge Energy A/S,,9.7524233697535,55.5912278550192,,Fredericia,AIR,Sulphur oxides (SOX),,,,,,,,,,,,,,,,583868
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.EEA/16766.FACILITY,"DONG Olieroer A/S, Raaolieroerledningen og raaolieterminalen",,9.74154258713734,55.592805820734,,Fredericia,AIR,Methane (CH4),,1780000,1650000,,,,,,,,,,,,,
Denmark,1,Energy sector,1(a),Mineral oil and gas refineries,DK.EEA/16766.FACILITY,"DONG Olieroer A/S, Raaolieroerledningen og raaolieterminalen",,9.74154258713734,55.592805820734,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,3920000,3630000,,,,,,,,,,,,,
Denmark,1,Energy sector,1(b),Installations for gasification and liquefaction,DK.EEA/16583.FACILITY,"Dansk Shell A/S, Skanseodden",,9.76417448396166,55.5579005917452,,Fredericia,AIR,Non-methane volatile organic compounds (NMVOC),,4000000,,,,,,,,,,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000057740.FACILITY,Helsingoer Kraftvarmevaerk,,12.557486677427,56.020108151446,,Helsingoer,AIR,Carbon dioxide (CO2),,,,,108000000,,,,,,,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000057740.FACILITY,Helsingoer Kraftvarmevaerk,,12.557486677427,56.020108151446,,Helsingoer,AIR,Nitrogen oxides (NOX),,,,,361000,,,,,,,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000057740.FACILITY,Helsingoer Kraftvarmevaerk,,12.5574866774274,56.0201081514638,,Helsingoer,AIR,Nitrogen oxides (NOX),,259000,273000,224000,,,,,,,,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000057740.FACILITY,Helsingoer Kraftvarmevaerk,,12.5574866965324,56.0201081481036,,Helsingoer,AIR,Nitrogen oxides (NOX),,,,,,,292000,,,,,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000060725.FACILITY,Hoeje Gladsaxe Varmecentral,,12.4863418789909,55.7324592232422,,Soeborg,AIR,Carbon dioxide (CO2),,,,,,,,,,,,,15689618.915,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000060725.FACILITY,Hoeje Gladsaxe Varmecentral,,12.4863418789909,55.7324592232422,,Soeborg,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,,5113,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.4102116826366,55.4294116608398,,Odense C,AIR,Carbon dioxide (CO2),,,,,,,,,,,,1050000000,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.4102116826366,55.4294116608398,,Odense C,AIR,Chlorine and inorganic compounds (as HCl),,,,,,,,,,,,18600,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.4102116826366,55.4294116608398,,Odense C,AIR,Nitrogen oxides (NOX),,,,,,,,,,,,167000,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.4102116826366,55.4294116608398,,Odense C,AIR,Nitrous oxide (N2O),,,,,,,,,,,,11500,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.410211682701,55.429411663771,,Odense C,AIR,Carbon dioxide (CO2),,,,,,,,,,,1160000000,,,,,
Denmark,1,Energy sector,1(c),Thermal power stations and other combustion installations,DK.CAED/000062156.FACILITY,Fjernvarme Fyn Fynsvaerket,,10.410211682701,55.429411663771,,Odense C,AIR,Chlorine and inorganic compounds (as HCl),,,,,,,,,,,16900,,,,,
